Date,Unregulated Inflow*** (cfs),,,,,,,,,
1-Feb-81,276, , , , , , , , , 
2-Feb-81,413, , , , , , , , , 
3-Feb-81,297, , , , , , , , , 
4-Feb-81,352, , , , , , , , , 
5-Feb-81,304, , , , , , , , , 
6-Feb-81,220, , , , , , , , , 
7-Feb-81,229, , , , , , , , , 
8-Feb-81,315, , , , , , , , , 
9-Feb-81,272, , , , , , , , , 
10-Feb-81,398, , , , , , , , , 
11-Feb-81,246, , , , , , , , , 
12-Feb-81,367, , , , , , , , , 
13-Feb-81,326, , , , , , , , , 
14-Feb-81,436, , , , , , , , , 
15-Feb-81,299, , , , , , , , , 
16-Feb-81,424, , , , , , , , , 
17-Feb-81,348, , , , , , , , , 
18-Feb-81,428, , , , , , , , , 
19-Feb-81,444, , , , , , , , , 
20-Feb-81,328, , , , , , , , , 
21-Feb-81,364, , , , , , , , , 
22-Feb-81,379, , , , , , , , , 
23-Feb-81,329, , , , , , , , , 
24-Feb-81,320, , , , , , , , , 
25-Feb-81,377, , , , , , , , , 
26-Feb-81,454, , , , , , , , , 
27-Feb-81,287, , , , , , , , , 
28-Feb-81,264, , , , , , , , , 
1-Mar-81,372, , , , , , , , , 
2-Mar-81,558, , , , , , , , , 
3-Mar-81,337, , , , , , , , , 
4-Mar-81,614, , , , , , , , , 
5-Mar-81,342, , , , , , , , , 
6-Mar-81,489, , , , , , , , , 
7-Mar-81,381, , , , , , , , , 
8-Mar-81,282, , , , , , , , , 
9-Mar-81,490, , , , , , , , , 
10-Mar-81,388, , , , , , , , , 
11-Mar-81,403, , , , , , , , , 
12-Mar-81,372, , , , , , , , , 
13-Mar-81,411, , , , , , , , , 
14-Mar-81,307, , , , , , , , , 
15-Mar-81,367, , , , , , , , , 
16-Mar-81,375, , , , , , , , , 
17-Mar-81,446, , , , , , , , , 
18-Mar-81,502, , , , , , , , , 
19-Mar-81,243, , , , , , , , , 
20-Mar-81,446, , , , , , , , , 
21-Mar-81,410, , , , , , , , , 
22-Mar-81,467, , , , , , , , , 
23-Mar-81,337, , , , , , , , , 
24-Mar-81,405, , , , , , , , , 
25-Mar-81,286, , , , , , , , , 
26-Mar-81,496, , , , , , , , , 
27-Mar-81,424, , , , , , , , , 
28-Mar-81,334, , , , , , , , , 
29-Mar-81,355, , , , , , , , , 
30-Mar-81,400, , , , , , , , , 
31-Mar-81,412, , , , , , , , , 
1-Apr-81,262, , , , , , , , , 
2-Apr-81,440, , , , , , , , , 
3-Apr-81,425, , , , , , , , , 
4-Apr-81,383, , , , , , , , , 
5-Apr-81,239, , , , , , , , , 
6-Apr-81,308, , , , , , , , , 
7-Apr-81,451, , , , , , , , , 
8-Apr-81,631, , , , , , , , , 
9-Apr-81,391, , , , , , , , , 
10-Apr-81,564, , , , , , , , , 
11-Apr-81,558, , , , , , , , , 
12-Apr-81,514, , , , , , , , , 
13-Apr-81,652, , , , , , , , , 
14-Apr-81,613, , , , , , , , , 
15-Apr-81,778, , , , , , , , , 
16-Apr-81,985, , , , , , , , , 
17-Apr-81,758, , , , , , , , , 
18-Apr-81,1084, , , , , , , , , 
19-Apr-81,912, , , , , , , , , 
20-Apr-81,987, , , , , , , , , 
21-Apr-81,827, , , , , , , , , 
22-Apr-81,654, , , , , , , , , 
23-Apr-81,668, , , , , , , , , 
24-Apr-81,791, , , , , , , , , 
25-Apr-81,905, , , , , , , , , 
26-Apr-81,897, , , , , , , , , 
27-Apr-81,1089, , , , , , , , , 
28-Apr-81,1131, , , , , , , , , 
29-Apr-81,1037, , , , , , , , , 
30-Apr-81,990, , , , , , , , , 
1-May-81,1249, , , , , , , , , 
2-May-81,1243, , , , , , , , , 
3-May-81,1690, , , , , , , , , 
4-May-81,1631, , , , , , , , , 
5-May-81,1265, , , , , , , , , 
6-May-81,1133, , , , , , , , , 
7-May-81,891, , , , , , , , , 
8-May-81,898, , , , , , , , , 
9-May-81,866, , , , , , , , , 
10-May-81,598, , , , , , , , , 
11-May-81,590, , , , , , , , , 
12-May-81,803, , , , , , , , , 
13-May-81,710, , , , , , , , , 
14-May-81,593, , , , , , , , , 
15-May-81,735, , , , , , , , , 
16-May-81,594, , , , , , , , , 
17-May-81,666, , , , , , , , , 
18-May-81,769, , , , , , , , , 
19-May-81,609, , , , , , , , , 
20-May-81,673, , , , , , , , , 
21-May-81,820, , , , , , , , , 
22-May-81,654, , , , , , , , , 
23-May-81,807, , , , , , , , , 
24-May-81,610, , , , , , , , , 
25-May-81,1012, , , , , , , , , 
26-May-81,795, , , , , , , , , 
27-May-81,1103, , , , , , , , , 
28-May-81,1645, , , , , , , , , 
29-May-81,2013, , , , , , , , , 
30-May-81,2545, , , , , , , , , 
31-May-81,2575, , , , , , , , , 
1-Jun-81,2399, , , , , , , , , 
2-Jun-81,2670, , , , , , , , , 
3-Jun-81,3034, , , , , , , , , 
4-Jun-81,2760, , , , , , , , , 
5-Jun-81,2630, , , , , , , , , 
6-Jun-81,3145, , , , , , , , , 
7-Jun-81,3396, , , , , , , , , 
8-Jun-81,3353, , , , , , , , , 
9-Jun-81,3885, , , , , , , , , 
10-Jun-81,3459, , , , , , , , , 
11-Jun-81,2946, , , , , , , , , 
12-Jun-81,2773, , , , , , , , , 
13-Jun-81,2421, , , , , , , , , 
14-Jun-81,1803, , , , , , , , , 
15-Jun-81,1615, , , , , , , , , 
16-Jun-81,1391, , , , , , , , , 
17-Jun-81,1254, , , , , , , , , 
18-Jun-81,1115, , , , , , , , , 
19-Jun-81,1223, , , , , , , , , 
20-Jun-81,1209, , , , , , , , , 
21-Jun-81,1192, , , , , , , , , 
22-Jun-81,1090, , , , , , , , , 
23-Jun-81,1061, , , , , , , , , 
24-Jun-81,1032, , , , , , , , , 
25-Jun-81,1094, , , , , , , , , 
26-Jun-81,764, , , , , , , , , 
27-Jun-81,949, , , , , , , , , 
28-Jun-81,926, , , , , , , , , 
29-Jun-81,1064, , , , , , , , , 
30-Jun-81,1156, , , , , , , , , 
1-Jul-81,998, , , , , , , , , 
2-Jul-81,1285, , , , , , , , , 
3-Jul-81,1134, , , , , , , , , 
4-Jul-81,1118, , , , , , , , , 
5-Jul-81,614, , , , , , , , , 
6-Jul-81,844, , , , , , , , , 
7-Jul-81,456, , , , , , , , , 
8-Jul-81,590, , , , , , , , , 
9-Jul-81,654, , , , , , , , , 
10-Jul-81,777, , , , , , , , , 
11-Jul-81,850, , , , , , , , , 
12-Jul-81,818, , , , , , , , , 
13-Jul-81,956, , , , , , , , , 
14-Jul-81,954, , , , , , , , , 
15-Jul-81,1189, , , , , , , , , 
16-Jul-81,1231, , , , , , , , , 
17-Jul-81,1358, , , , , , , , , 
18-Jul-81,1228, , , , , , , , , 
19-Jul-81,1029, , , , , , , , , 
20-Jul-81,1100, , , , , , , , , 
21-Jul-81,836, , , , , , , , , 
22-Jul-81,763, , , , , , , , , 
23-Jul-81,776, , , , , , , , , 
24-Jul-81,917, , , , , , , , , 
25-Jul-81,865, , , , , , , , , 
26-Jul-81,1122, , , , , , , , , 
27-Jul-81,1142, , , , , , , , , 
28-Jul-81,990, , , , , , , , , 
29-Jul-81,784, , , , , , , , , 
30-Jul-81,902, , , , , , , , , 
31-Jul-81,800, , , , , , , , , 
1-Aug-81,821, , , , , , , , , 
2-Aug-81,747, , , , , , , , , 
3-Aug-81,652, , , , , , , , , 
4-Aug-81,708, , , , , , , , , 
5-Aug-81,605, , , , , , , , , 
6-Aug-81,560, , , , , , , , , 
7-Aug-81,509, , , , , , , , , 
8-Aug-81,410, , , , , , , , , 
9-Aug-81,394, , , , , , , , , 
10-Aug-81,552, , , , , , , , , 
11-Aug-81,657, , , , , , , , , 
12-Aug-81,832, , , , , , , , , 
13-Aug-81,707, , , , , , , , , 
14-Aug-81,634, , , , , , , , , 
15-Aug-81,624, , , , , , , , , 
16-Aug-81,656, , , , , , , , , 
17-Aug-81,679, , , , , , , , , 
18-Aug-81,562, , , , , , , , , 
19-Aug-81,604, , , , , , , , , 
20-Aug-81,489, , , , , , , , , 
21-Aug-81,459, , , , , , , , , 
22-Aug-81,556, , , , , , , , , 
23-Aug-81,415, , , , , , , , , 
24-Aug-81,469, , , , , , , , , 
25-Aug-81,454, , , , , , , , , 
26-Aug-81,547, , , , , , , , , 
27-Aug-81,302, , , , , , , , , 
28-Aug-81,457, , , , , , , , , 
29-Aug-81,303, , , , , , , , , 
30-Aug-81,638, , , , , , , , , 
31-Aug-81,624, , , , , , , , , 
1-Sep-81,614, , , , , , , , , 
2-Sep-81,381, , , , , , , , , 
3-Sep-81,575, , , , , , , , , 
4-Sep-81,487, , , , , , , , , 
5-Sep-81,460, , , , , , , , , 
6-Sep-81,560, , , , , , , , , 
7-Sep-81,540, , , , , , , , , 
8-Sep-81,643, , , , , , , , , 
9-Sep-81,566, , , , , , , , , 
10-Sep-81,624, , , , , , , , , 
11-Sep-81,545, , , , , , , , , 
12-Sep-81,736, , , , , , , , , 
13-Sep-81,586, , , , , , , , , 
14-Sep-81,526, , , , , , , , , 
15-Sep-81,602, , , , , , , , , 
16-Sep-81,507, , , , , , , , , 
17-Sep-81,385, , , , , , , , , 
18-Sep-81,513, , , , , , , , , 
19-Sep-81,365, , , , , , , , , 
20-Sep-81,337, , , , , , , , , 
21-Sep-81,478, , , , , , , , , 
22-Sep-81,327, , , , , , , , , 
23-Sep-81,249, , , , , , , , , 
24-Sep-81,498, , , , , , , , , 
25-Sep-81,276, , , , , , , , , 
26-Sep-81,185, , , , , , , , , 
27-Sep-81,357, , , , , , , , , 
28-Sep-81,236, , , , , , , , , 
29-Sep-81,234, , , , , , , , , 
30-Sep-81,319, , , , , , , , , 
1-Oct-81,284, , , , , , , , , 
2-Oct-81,321, , , , , , , , , 
3-Oct-81,484, , , , , , , , , 
4-Oct-81,371, , , , , , , , , 
5-Oct-81,466, , , , , , , , , 
6-Oct-81,298, , , , , , , , , 
7-Oct-81,391, , , , , , , , , 
8-Oct-81,394, , , , , , , , , 
9-Oct-81,517, , , , , , , , , 
10-Oct-81,372, , , , , , , , , 
11-Oct-81,453, , , , , , , , , 
12-Oct-81,363, , , , , , , , , 
13-Oct-81,299, , , , , , , , , 
14-Oct-81,426, , , , , , , , , 
15-Oct-81,485, , , , , , , , , 
16-Oct-81,633, , , , , , , , , 
17-Oct-81,503, , , , , , , , , 
18-Oct-81,551, , , , , , , , , 
19-Oct-81,305, , , , , , , , , 
20-Oct-81,591, , , , , , , , , 
21-Oct-81,453, , , , , , , , , 
22-Oct-81,440, , , , , , , , , 
23-Oct-81,513, , , , , , , , , 
24-Oct-81,463, , , , , , , , , 
25-Oct-81,545, , , , , , , , , 
26-Oct-81,494, , , , , , , , , 
27-Oct-81,409, , , , , , , , , 
28-Oct-81,461, , , , , , , , , 
29-Oct-81,466, , , , , , , , , 
30-Oct-81,368, , , , , , , , , 
31-Oct-81,465, , , , , , , , , 
1-Nov-81,405, , , , , , , , , 
2-Nov-81,616, , , , , , , , , 
3-Nov-81,331, , , , , , , , , 
4-Nov-81,466, , , , , , , , , 
5-Nov-81,495, , , , , , , , , 
6-Nov-81,487, , , , , , , , , 
7-Nov-81,508, , , , , , , , , 
8-Nov-81,488, , , , , , , , , 
9-Nov-81,518, , , , , , , , , 
10-Nov-81,384, , , , , , , , , 
11-Nov-81,444, , , , , , , , , 
12-Nov-81,578, , , , , , , , , 
13-Nov-81,285, , , , , , , , , 
14-Nov-81,477, , , , , , , , , 
15-Nov-81,441, , , , , , , , , 
16-Nov-81,555, , , , , , , , , 
17-Nov-81,393, , , , , , , , , 
18-Nov-81,446, , , , , , , , , 
19-Nov-81,348, , , , , , , , , 
20-Nov-81,214, , , , , , , , , 
21-Nov-81,387, , , , , , , , , 
22-Nov-81,514, , , , , , , , , 
23-Nov-81,413, , , , , , , , , 
24-Nov-81,477, , , , , , , , , 
25-Nov-81,447, , , , , , , , , 
26-Nov-81,368, , , , , , , , , 
27-Nov-81,225, , , , , , , , , 
28-Nov-81,376, , , , , , , , , 
29-Nov-81,454, , , , , , , , , 
30-Nov-81,676, , , , , , , , , 
1-Dec-81,-28, , , , , , , , , 
2-Dec-81,362, , , , , , , , , 
3-Dec-81,376, , , , , , , , , 
4-Dec-81,361, , , , , , , , , 
5-Dec-81,357, , , , , , , , , 
6-Dec-81,509, , , , , , , , , 
7-Dec-81,297, , , , , , , , , 
8-Dec-81,485, , , , , , , , , 
9-Dec-81,424, , , , , , , , , 
10-Dec-81,262, , , , , , , , , 
11-Dec-81,509, , , , , , , , , 
12-Dec-81,467, , , , , , , , , 
13-Dec-81,384, , , , , , , , , 
14-Dec-81,274, , , , , , , , , 
15-Dec-81,806, , , , , , , , , 
16-Dec-81,129, , , , , , , , , 
17-Dec-81,349, , , , , , , , , 
18-Dec-81,243, , , , , , , , , 
19-Dec-81,339, , , , , , , , , 
20-Dec-81,439, , , , , , , , , 
21-Dec-81,571, , , , , , , , , 
22-Dec-81,376, , , , , , , , , 
23-Dec-81,300, , , , , , , , , 
24-Dec-81,339, , , , , , , , , 
25-Dec-81,178, , , , , , , , , 
26-Dec-81,342, , , , , , , , , 
27-Dec-81,314, , , , , , , , , 
28-Dec-81,252, , , , , , , , , 
29-Dec-81,297, , , , , , , , , 
30-Dec-81,424, , , , , , , , , 
31-Dec-81,494, , , , , , , , , 
1-Jan-82,515, , , , , , , , , 
2-Jan-82,357, , , , , , , , , 
3-Jan-82,378, , , , , , , , , 
4-Jan-82,364, , , , , , , , , 
5-Jan-82,229, , , , , , , , , 
6-Jan-82,431, , , , , , , , , 
7-Jan-82,431, , , , , , , , , 
8-Jan-82,285, , , , , , , , , 
9-Jan-82,177, , , , , , , , , 
10-Jan-82,331, , , , , , , , , 
11-Jan-82,414, , , , , , , , , 
12-Jan-82,501, , , , , , , , , 
13-Jan-82,415, , , , , , , , , 
14-Jan-82,463, , , , , , , , , 
15-Jan-82,441, , , , , , , , , 
16-Jan-82,549, , , , , , , , , 
17-Jan-82,358, , , , , , , , , 
18-Jan-82,404, , , , , , , , , 
19-Jan-82,447, , , , , , , , , 
20-Jan-82,315, , , , , , , , , 
21-Jan-82,411, , , , , , , , , 
22-Jan-82,440, , , , , , , , , 
23-Jan-82,334, , , , , , , , , 
24-Jan-82,362, , , , , , , , , 
25-Jan-82,338, , , , , , , , , 
26-Jan-82,424, , , , , , , , , 
27-Jan-82,324, , , , , , , , , 
28-Jan-82,306, , , , , , , , , 
29-Jan-82,341, , , , , , , , , 
30-Jan-82,313, , , , , , , , , 
31-Jan-82,200, , , , , , , , , 
1-Feb-82,318, , , , , , , , , 
2-Feb-82,403, , , , , , , , , 
3-Feb-82,219, , , , , , , , , 
4-Feb-82,372, , , , , , , , , 
5-Feb-82,267, , , , , , , , , 
6-Feb-82,307, , , , , , , , , 
7-Feb-82,203, , , , , , , , , 
8-Feb-82,382, , , , , , , , , 
9-Feb-82,355, , , , , , , , , 
10-Feb-82,398, , , , , , , , , 
11-Feb-82,468, , , , , , , , , 
12-Feb-82,331, , , , , , , , , 
13-Feb-82,290, , , , , , , , , 
14-Feb-82,317, , , , , , , , , 
15-Feb-82,308, , , , , , , , , 
16-Feb-82,446, , , , , , , , , 
17-Feb-82,310, , , , , , , , , 
18-Feb-82,407, , , , , , , , , 
19-Feb-82,332, , , , , , , , , 
20-Feb-82,228, , , , , , , , , 
21-Feb-82,308, , , , , , , , , 
22-Feb-82,394, , , , , , , , , 
23-Feb-82,219, , , , , , , , , 
24-Feb-82,414, , , , , , , , , 
25-Feb-82,321, , , , , , , , , 
26-Feb-82,111, , , , , , , , , 
27-Feb-82,347, , , , , , , , , 
28-Feb-82,519, , , , , , , , , 
1-Mar-82,284, , , , , , , , , 
2-Mar-82,207, , , , , , , , , 
3-Mar-82,451, , , , , , , , , 
4-Mar-82,504, , , , , , , , , 
5-Mar-82,343, , , , , , , , , 
6-Mar-82,138, , , , , , , , , 
7-Mar-82,380, , , , , , , , , 
8-Mar-82,314, , , , , , , , , 
9-Mar-82,277, , , , , , , , , 
10-Mar-82,452, , , , , , , , , 
11-Mar-82,411, , , , , , , , , 
12-Mar-82,652, , , , , , , , , 
13-Mar-82,466, , , , , , , , , 
14-Mar-82,627, , , , , , , , , 
15-Mar-82,658, , , , , , , , , 
16-Mar-82,523, , , , , , , , , 
17-Mar-82,514, , , , , , , , , 
18-Mar-82,585, , , , , , , , , 
19-Mar-82,528, , , , , , , , , 
20-Mar-82,424, , , , , , , , , 
21-Mar-82,403, , , , , , , , , 
22-Mar-82,523, , , , , , , , , 
23-Mar-82,424, , , , , , , , , 
24-Mar-82,400, , , , , , , , , 
25-Mar-82,508, , , , , , , , , 
26-Mar-82,395, , , , , , , , , 
27-Mar-82,509, , , , , , , , , 
28-Mar-82,628, , , , , , , , , 
29-Mar-82,599, , , , , , , , , 
30-Mar-82,492, , , , , , , , , 
31-Mar-82,442, , , , , , , , , 
1-Apr-82,493, , , , , , , , , 
2-Apr-82,601, , , , , , , , , 
3-Apr-82,385, , , , , , , , , 
4-Apr-82,501, , , , , , , , , 
5-Apr-82,625, , , , , , , , , 
6-Apr-82,589, , , , , , , , , 
7-Apr-82,242, , , , , , , , , 
8-Apr-82,480, , , , , , , , , 
9-Apr-82,371, , , , , , , , , 
10-Apr-82,436, , , , , , , , , 
11-Apr-82,638, , , , , , , , , 
12-Apr-82,842, , , , , , , , , 
13-Apr-82,1029, , , , , , , , , 
14-Apr-82,1258, , , , , , , , , 
15-Apr-82,1309, , , , , , , , , 
16-Apr-82,1312, , , , , , , , , 
17-Apr-82,1280, , , , , , , , , 
18-Apr-82,1292, , , , , , , , , 
19-Apr-82,1347, , , , , , , , , 
20-Apr-82,1191, , , , , , , , , 
21-Apr-82,1140, , , , , , , , , 
22-Apr-82,1013, , , , , , , , , 
23-Apr-82,1166, , , , , , , , , 
24-Apr-82,1195, , , , , , , , , 
25-Apr-82,1222, , , , , , , , , 
26-Apr-82,1475, , , , , , , , , 
27-Apr-82,1433, , , , , , , , , 
28-Apr-82,1523, , , , , , , , , 
29-Apr-82,1960, , , , , , , , , 
30-Apr-82,2265, , , , , , , , , 
1-May-82,2916, , , , , , , , , 
2-May-82,3404, , , , , , , , , 
3-May-82,4213, , , , , , , , , 
4-May-82,4312, , , , , , , , , 
5-May-82,4595, , , , , , , , , 
6-May-82,3640, , , , , , , , , 
7-May-82,2824, , , , , , , , , 
8-May-82,2537, , , , , , , , , 
9-May-82,2443, , , , , , , , , 
10-May-82,2402, , , , , , , , , 
11-May-82,2458, , , , , , , , , 
12-May-82,2608, , , , , , , , , 
13-May-82,2280, , , , , , , , , 
14-May-82,2269, , , , , , , , , 
15-May-82,1878, , , , , , , , , 
16-May-82,1823, , , , , , , , , 
17-May-82,1936, , , , , , , , , 
18-May-82,1836, , , , , , , , , 
19-May-82,1988, , , , , , , , , 
20-May-82,2054, , , , , , , , , 
21-May-82,2210, , , , , , , , , 
22-May-82,2696, , , , , , , , , 
23-May-82,4290, , , , , , , , , 
24-May-82,2548, , , , , , , , , 
25-May-82,3676, , , , , , , , , 
26-May-82,3454, , , , , , , , , 
27-May-82,4303, , , , , , , , , 
28-May-82,4497, , , , , , , , , 
29-May-82,4806, , , , , , , , , 
30-May-82,5201, , , , , , , , , 
31-May-82,4940, , , , , , , , , 
1-Jun-82,4993, , , , , , , , , 
2-Jun-82,4973, , , , , , , , , 
3-Jun-82,4926, , , , , , , , , 
4-Jun-82,4833, , , , , , , , , 
5-Jun-82,4841, , , , , , , , , 
6-Jun-82,4990, , , , , , , , , 
7-Jun-82,4734, , , , , , , , , 
8-Jun-82,4781, , , , , , , , , 
9-Jun-82,4967, , , , , , , , , 
10-Jun-82,5313, , , , , , , , , 
11-Jun-82,5314, , , , , , , , , 
12-Jun-82,5630, , , , , , , , , 
13-Jun-82,5803, , , , , , , , , 
14-Jun-82,5777, , , , , , , , , 
15-Jun-82,5386, , , , , , , , , 
16-Jun-82,5496, , , , , , , , , 
17-Jun-82,5899, , , , , , , , , 
18-Jun-82,6144, , , , , , , , , 
19-Jun-82,6266, , , , , , , , , 
20-Jun-82,5865, , , , , , , , , 
21-Jun-82,5282, , , , , , , , , 
22-Jun-82,5501, , , , , , , , , 
23-Jun-82,5689, , , , , , , , , 
24-Jun-82,5906, , , , , , , , , 
25-Jun-82,5581, , , , , , , , , 
26-Jun-82,5641, , , , , , , , , 
27-Jun-82,5542, , , , , , , , , 
28-Jun-82,5553, , , , , , , , , 
29-Jun-82,5647, , , , , , , , , 
30-Jun-82,5406, , , , , , , , , 
1-Jul-82,5332, , , , , , , , , 
2-Jul-82,4800, , , , , , , , , 
3-Jul-82,4566, , , , , , , , , 
4-Jul-82,4121, , , , , , , , , 
5-Jul-82,4009, , , , , , , , , 
6-Jul-82,2767, , , , , , , , , 
7-Jul-82,3385, , , , , , , , , 
8-Jul-82,3314, , , , , , , , , 
9-Jul-82,2759, , , , , , , , , 
10-Jul-82,2818, , , , , , , , , 
11-Jul-82,2644, , , , , , , , , 
12-Jul-82,2588, , , , , , , , , 
13-Jul-82,2376, , , , , , , , , 
14-Jul-82,2288, , , , , , , , , 
15-Jul-82,2562, , , , , , , , , 
16-Jul-82,1911, , , , , , , , , 
17-Jul-82,2174, , , , , , , , , 
18-Jul-82,2045, , , , , , , , , 
19-Jul-82,1982, , , , , , , , , 
20-Jul-82,1830, , , , , , , , , 
21-Jul-82,1922, , , , , , , , , 
22-Jul-82,1774, , , , , , , , , 
23-Jul-82,1900, , , , , , , , , 
24-Jul-82,1837, , , , , , , , , 
25-Jul-82,1954, , , , , , , , , 
26-Jul-82,1852, , , , , , , , , 
27-Jul-82,1850, , , , , , , , , 
28-Jul-82,2603, , , , , , , , , 
29-Jul-82,2532, , , , , , , , , 
30-Jul-82,2332, , , , , , , , , 
31-Jul-82,2158, , , , , , , , , 
1-Aug-82,1846, , , , , , , , , 
2-Aug-82,1853, , , , , , , , , 
3-Aug-82,1766, , , , , , , , , 
4-Aug-82,1417, , , , , , , , , 
5-Aug-82,1587, , , , , , , , , 
6-Aug-82,1259, , , , , , , , , 
7-Aug-82,1429, , , , , , , , , 
8-Aug-82,1492, , , , , , , , , 
9-Aug-82,1307, , , , , , , , , 
10-Aug-82,1522, , , , , , , , , 
11-Aug-82,1414, , , , , , , , , 
12-Aug-82,1506, , , , , , , , , 
13-Aug-82,1666, , , , , , , , , 
14-Aug-82,1664, , , , , , , , , 
15-Aug-82,1542, , , , , , , , , 
16-Aug-82,1423, , , , , , , , , 
17-Aug-82,1404, , , , , , , , , 
18-Aug-82,1274, , , , , , , , , 
19-Aug-82,1378, , , , , , , , , 
20-Aug-82,1460, , , , , , , , , 
21-Aug-82,1267, , , , , , , , , 
22-Aug-82,1733, , , , , , , , , 
23-Aug-82,1842, , , , , , , , , 
24-Aug-82,2915, , , , , , , , , 
25-Aug-82,2506, , , , , , , , , 
26-Aug-82,2453, , , , , , , , , 
27-Aug-82,2257, , , , , , , , , 
28-Aug-82,2110, , , , , , , , , 
29-Aug-82,2063, , , , , , , , , 
30-Aug-82,1863, , , , , , , , , 
31-Aug-82,1530, , , , , , , , , 
1-Sep-82,1797, , , , , , , , , 
2-Sep-82,1095, , , , , , , , , 
3-Sep-82,1008, , , , , , , , , 
4-Sep-82,1186, , , , , , , , , 
5-Sep-82,1208, , , , , , , , , 
6-Sep-82,1228, , , , , , , , , 
7-Sep-82,970, , , , , , , , , 
8-Sep-82,1262, , , , , , , , , 
9-Sep-82,1267, , , , , , , , , 
10-Sep-82,1119, , , , , , , , , 
11-Sep-82,1193, , , , , , , , , 
12-Sep-82,1229, , , , , , , , , 
13-Sep-82,1644, , , , , , , , , 
14-Sep-82,1571, , , , , , , , , 
15-Sep-82,1798, , , , , , , , , 
16-Sep-82,1563, , , , , , , , , 
17-Sep-82,1466, , , , , , , , , 
18-Sep-82,1514, , , , , , , , , 
19-Sep-82,1456, , , , , , , , , 
20-Sep-82,1601, , , , , , , , , 
21-Sep-82,1711, , , , , , , , , 
22-Sep-82,1581, , , , , , , , , 
23-Sep-82,1448, , , , , , , , , 
24-Sep-82,1351, , , , , , , , , 
25-Sep-82,1331, , , , , , , , , 
26-Sep-82,1261, , , , , , , , , 
27-Sep-82,1144, , , , , , , , , 
28-Sep-82,1017, , , , , , , , , 
29-Sep-82,1055, , , , , , , , , 
30-Sep-82,1121, , , , , , , , , 
1-Oct-82,1164, , , , , , , , , 
2-Oct-82,1053, , , , , , , , , 
3-Oct-82,1353, , , , , , , , , 
4-Oct-82,1249, , , , , , , , , 
5-Oct-82,1015, , , , , , , , , 
6-Oct-82,876, , , , , , , , , 
7-Oct-82,957, , , , , , , , , 
8-Oct-82,1110, , , , , , , , , 
9-Oct-82,977, , , , , , , , , 
10-Oct-82,740, , , , , , , , , 
11-Oct-82,984, , , , , , , , , 
12-Oct-82,891, , , , , , , , , 
13-Oct-82,826, , , , , , , , , 
14-Oct-82,677, , , , , , , , , 
15-Oct-82,1038, , , , , , , , , 
16-Oct-82,747, , , , , , , , , 
17-Oct-82,949, , , , , , , , , 
18-Oct-82,698, , , , , , , , , 
19-Oct-82,710, , , , , , , , , 
20-Oct-82,557, , , , , , , , , 
21-Oct-82,674, , , , , , , , , 
22-Oct-82,684, , , , , , , , , 
23-Oct-82,655, , , , , , , , , 
24-Oct-82,660, , , , , , , , , 
25-Oct-82,789, , , , , , , , , 
26-Oct-82,702, , , , , , , , , 
27-Oct-82,712, , , , , , , , , 
28-Oct-82,809, , , , , , , , , 
29-Oct-82,805, , , , , , , , , 
30-Oct-82,667, , , , , , , , , 
31-Oct-82,824, , , , , , , , , 
1-Nov-82,702, , , , , , , , , 
2-Nov-82,632, , , , , , , , , 
3-Nov-82,549, , , , , , , , , 
4-Nov-82,650, , , , , , , , , 
5-Nov-82,713, , , , , , , , , 
6-Nov-82,680, , , , , , , , , 
7-Nov-82,610, , , , , , , , , 
8-Nov-82,749, , , , , , , , , 
9-Nov-82,654, , , , , , , , , 
10-Nov-82,742, , , , , , , , , 
11-Nov-82,704, , , , , , , , , 
12-Nov-82,554, , , , , , , , , 
13-Nov-82,527, , , , , , , , , 
14-Nov-82,594, , , , , , , , , 
15-Nov-82,463, , , , , , , , , 
16-Nov-82,570, , , , , , , , , 
17-Nov-82,579, , , , , , , , , 
18-Nov-82,680, , , , , , , , , 
19-Nov-82,794, , , , , , , , , 
20-Nov-82,746, , , , , , , , , 
21-Nov-82,611, , , , , , , , , 
22-Nov-82,474, , , , , , , , , 
23-Nov-82,659, , , , , , , , , 
24-Nov-82,466, , , , , , , , , 
25-Nov-82,535, , , , , , , , , 
26-Nov-82,547, , , , , , , , , 
27-Nov-82,490, , , , , , , , , 
28-Nov-82,561, , , , , , , , , 
29-Nov-82,621, , , , , , , , , 
30-Nov-82,643, , , , , , , , , 
1-Dec-82,599, , , , , , , , , 
2-Dec-82,444, , , , , , , , , 
3-Dec-82,423, , , , , , , , , 
4-Dec-82,450, , , , , , , , , 
5-Dec-82,551, , , , , , , , , 
6-Dec-82,537, , , , , , , , , 
7-Dec-82,514, , , , , , , , , 
8-Dec-82,654, , , , , , , , , 
9-Dec-82,463, , , , , , , , , 
10-Dec-82,721, , , , , , , , , 
11-Dec-82,649, , , , , , , , , 
12-Dec-82,517, , , , , , , , , 
13-Dec-82,409, , , , , , , , , 
14-Dec-82,602, , , , , , , , , 
15-Dec-82,288, , , , , , , , , 
16-Dec-82,513, , , , , , , , , 
17-Dec-82,391, , , , , , , , , 
18-Dec-82,537, , , , , , , , , 
19-Dec-82,434, , , , , , , , , 
20-Dec-82,416, , , , , , , , , 
21-Dec-82,416, , , , , , , , , 
22-Dec-82,541, , , , , , , , , 
23-Dec-82,533, , , , , , , , , 
24-Dec-82,449, , , , , , , , , 
25-Dec-82,317, , , , , , , , , 
